domain,MX_found,SPF,SPF_valid,SPF_secure,DMARC,DMARC_valid,DMARC_secure,DKIM,DKIM_selector,DKIM_valid,DNSSEC_signed
crbio2.gov.br,True,v=spf1 include:_spf.kinghost.net -all,True,True,,False,False,,,False,False
crbio3.gov.br,False,,False,False,,False,False,,,False,False
crbio5.gov.br,False,,False,False,,False,False,,,False,False
crbio7.gov.br,True,v=spf1ip4:177.66.204.0/22+a+mx~all,True,True,,False,False,v=DKIM1,default,True,True
crbio8.gov.br,True,v=spf1 a mx include:websitewelcome.com ~all,True,True,,False,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDNaBN3AMjkfxPMzTHKrOYQ6Fsn2xpTjMAsTcubsGqWb6+LI4DwVK+AsBcL0k1tY9U5Tdgyyala/rDE1/WR7rWBzHMUBgfGY2Esyg1dxAPNELiFfHRQvsPQR+NvRcj/YVu7fOtGdvhkL8Xv3dulQ2scJIsSIGfySbImREJLDEhgZwIDAQAB;,default,True,False
crbiopr.gov.br,True,v=spf1ip4:177.66.204.0/22+a+mx~all,True,True,,False,False,v=DKIM1,default,True,True
crbm1.gov.br,True,v=spf1 include:_spf.kinghost.net include:_spf.google.com include:spf.protection.outlook.com include:_spf.aremail.com.br -all,True,True,v=DMARC1;p=none;,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCY9Nh7dOhIWGeT3k0FbbuuJvSk8QhgvjCJwX4eUlGKMtT/yQNAVUPv/wrzqf5xgkf5d8x54G7LCC9Z2l8WavbOPQsAynsQOIfJecJCeC04vevMOBS4KCufM08pihngCGlVq4Dcd8SauinG+S18pvj1Itml5uXe5kR99xVisQfWfQIDAQAB,default,True,False
crbm2.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,,False,False,,,False,False
crbm3.gov.br,True,v=spf1 include:_spf.google.com ip4:4.201.90.39 ip4:186.202.135.207 include:spf.protection.outlook.com ~all,True,True,v=DMARC1; p=none; rua=mailto:dmarc@crbm3.gov.br; adkim=s; aspf=s,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCGhtxc/a2J28KtYA0bKM/oXtpMEgj//Loeamw+KR1lHIolloQju+5MUFpS0C5jytJyoK9oRhM4vwzzO4JDZePVK/8GdrhVamCnYHGegQhkpe+LqN1zVF2/8fPmyCguNwxtPVani1V5uOq8HPU62CrE9kSXR3mhIGbZWi2x7j2jTwIDAQAB,google,True,False
crbm5.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=none;,True,False,,,False,False
crbm6.gov.br,True,v=spf1 include:mxsspf.sendpulse.com +mx +a +ip4:67.225.188.52 +ip4:162.144.236.47 include:_spf.criaenvio.com ~all,True,True,v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s;pct=100;fo=0;rf=afrf;ri=86400;rua=mailto:postmaster@crbm6.gov.br;ruf=mailto:postmaster@crbm6.gov.br;,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtF5cup5znsKtCnVRYIBH9FXsie7JyZmPOuQpQN4BRGiyS2OxbUZJKae4+1IbB0bAIlabIAy+CscTxE5CzLbgxsfQ3El9z8mov25aJY3uil7NLPiFeT1ZbNwHQOYjgYJlNE3eealu16lTbcXY+lBYCKQzCno6d2yXT9MFo5B06QyHuOrpezC+xi/zwkH5hpZlI"" ""X/EwqCpolvjL+R/NDmvfNIDm3ImZEMPhv7Ws5cqnLpvuRYHSJwpLBX81/bkG/CKbFVvoaZ++rtpKTS/fsnnGz85aHcWb/gsB3ljfM/Yx8t5wH+I531+m5cVf64N1e2vKJd5U4RsdUFUjH+80Dwj6QIDAQAB;",default,True,False
crcn.gov.br,False,,False,False,,False,False,,,False,False
crea-ro.gov.br,False,,False,False,,False,False,,,False,False
crearo.gov.br,False,,False,False,,False,False,,,False,False
creci-al.gov.br,True,v=spf1 include:_spf.localservices.com.br a mx include:_spf.kinghost.net include:_spf.google.com ~all,True,True,v=DMARC1;p=none;pct=100;rua=mailto:reports@creci-al.gov.br,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCJCYiYabGgr0WTVxtK9q/gMa8xYQ/ZoDKaeYQxB7Uq3yLKsKvozHzYcaPlcAaDwr1Ok+3hY/Mx7+hV3EibxWuz+vjR+omHT+kWaIcKCsi74IExEDW7n9swznVUrTDAE2bYeaIzDcgvJ4ZHMxh6DxjcnKz8jHToRr2Uc50QiUqPvQIDAQAB,google,True,False
creci-am.gov.br,True,v=spf1 include:_spf.google.com ~all,True,True,,False,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCqN4oLvx6uIScHOo8Xis3Hku15deIkwc9Fpm+mb5KdJAyOHF4/3G7sP5I5S2DV9yOWtjZXS3l4q4cxdSz4MKdomWrpCe8qkVZxbDMAqcn0WNrWJZTPalkNO9wjpFBo1BOqd9UVgJBMbrWQLdDvNx0tyVBEH6n0nZjTJgOgkFnkQwIDAQAB,google,True,False
creci-ce.gov.br,True,v=spf1 include:crespf.creci-ce.gov.br include:_spf.google.com include:_spf.aremail.com.br ~all,True,True,v=DMARC1; p=none; rua=mailto:admin@creci-ce.gov.br,True,False,v=DKIM1;k=rsa;p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCY9Nh7dOhIWGeT3k0FbbuuJvSk8QhgvjCJwX4eUlGKMtT/yQNAVUPv/wrzqf5xgkf5d8x54G7LCC9Z2l8WavbOPQsAynsQOIfJecJCeC04vevMOBS4KCufM08pihngCGlVq4Dcd8SauinG+S18pvj1Itml5uXe5kR99xVisQfWfQIDAQAB,default,True,False
creci-es.gov.br,False,,False,False,,False,False,,,False,False
creci-mt.gov.br,True,v=spf1 include:_spf.kinghost.net -all,True,True,,False,False,,,False,False
creci-pa.gov.br,True,v=spf1 ip4:186.250.243.195 +a +mx +ip4:186.250.243.210 +ip4:186.250.243.214 +ip4:143.208.9.2 +include:_spf.google.com include:sendgrid.net include:spf-1.xmailer.com.br ~all,True,True,v=DMARC1; p=none; rua=mailto:postmaster@creci-pa.gov.br,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDt3un6gterEBhg9krK3rueyzEx8RG6TgFFsje34tzVlwDWKA3ywKWSiqx5rNSP/2G4jwUVKe0PIWRK9+GPnXBPMD2a+dVxcLA/EgPoXSQGAJX+0OHf2Il83DxgQfjfKn7MLUM1WLdwhRJ8EGWeN6E35AeFrW9++y0+y3c2BqXuaQIDAQAB;,default,True,False
creci-pb.gov.br,True,v=spf1 include:_spf.google.com ~all,True,True,v=DMARC1;p=quarantine;pct=100;rua=mailto:coordenacaoti@creci-pb.gov.br,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCtgO0vUMk0PQ6zlmpA0We910bXG4N4Hs4wIB7nD7ZStwgbAKEUn9K3oMCiZob5CO6j7hesUlFKk2d7OdOgPJm/nbeQHJXZcqYP/+o90SjWNcqDkLDjtytrM5IudXYvvdAhNoNywI0/RON/SiIsElc6qhQ/8e3iyuyZags7b30TbQIDAQAB,google,True,True
creci-pe.gov.br,True,"v=spf1 ip4:85.155.127.5 include:spf.host.srv.br include:relay.mailchannels.net ip4:177.234.148.66 ip4:147.135.5.162 ip4:147.135.115.135 ip4:66.7.222.183 ip4:138.128.191.10/24 ip4:162.221.185.202/29 +a +mx +ip4:162.221.185.204 +ip4:138.128.191.13 +ip4:173."" ""193.48.131 +ip4:206.217.202.56/29 +ip4:67.213.220.212/29 include:emsd1.com ~all",True,True,v=DMARC1; p=none; pct=100; rua=mailto:reports@creci-pe.gov.br,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAr3NmXKM8thFJuuFW9T8KnK7o1OcZaBvZD6R5IeHwAbduhtdk3tXzFqKPYNUazeBrgDaCZW7BG5Ftz6Sc7kRvqnmOr0et0EaNYZNZwq07Efj9fX1Xa8NnO3SgZ/WWaVw5Ro6oR8VWuUYKeGHVWEbmf0oXzjFaEBDRhAj0OLGbFWJktBD8n4HQBEoCtYvo1B4rs"" ""WcumvoKkvEkHG28ZJtjPpzcv8tXlGXG4zQQkOgj05M2BbdSFk92QEd4H2xWs6PFps0n0/LCh/tG5dwsofZck8X0bI4mCG7pGrQA0IxyOtdyO4VQvUgLNSBjt+3Z8AsIpZsEF9VZMUQBGVJDZisJDwIDAQAB;",default,True,False
creci-pr.gov.br,True,,False,False,,False,False,,,False,False
creci-rj.gov.br,True,"v=spf1 ip4:187.45.186.34 ip4:177.104.174.42 include:spf.antispamcloud.com ip4:177.104.174.36 include:spf-c.mailbaby.net ip4:199.193.117.178 a mx ip4:5.161.68.12 include:_spf.locaweb.com.br include:_spf.aremail.com.br include:spf.homemurbano.com.br include"" "":spf.protection.outlook.com a:log.homemurbano.com.br ~all",True,True,v=DMARC1; p=none; rua=mailto:dmarc@creci-rj.gov.br; ruf=mailto:dmarc@creci-rj.gov.br; fo=1,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCY9Nh7dOhIWGeT3k0FbbuuJvSk8QhgvjCJwX4eUlGKMtT/yQNAVUPv/wrzqf5xgkf5d8x54G7LCC9Z2l8WavbOPQsAynsQOIfJecJCeC04vevMOBS4KCufM08pihngCGlVq4Dcd8SauinG+S18pvj1Itml5uXe5kR99xVisQfWfQIDAQAB,default,True,False
creci-rn.gov.br,False,,False,False,,False,False,,,False,False
creci-rs.gov.br,True,v=spf1 ip4:177.53.49.56/29 ip4:189.114.65.0/29 ip4:187.32.80.224/28 include:_spf.mail.hostinger.com -all,True,True,v=DMARC1; p=none,True,False,,,False,False
creci-sc.gov.br,True,v=spf1 include:pensomail.com.br include:_spf.google.com ip4:189.112.170.0/24 include:_spf.rdstation.com.br include:_spf.aremail.com.br -all,True,True,v=DMARC1; p=quarantine; rua=mailto:dmarc@creci-sc.gov.br; ruf=mailto:dmarc@creci-sc.gov.br; rf=afrf; pct=100,True,True,"k=rsa; t=s; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAysG/3Fle+JAkmy2ppNiDRrNMkP89ckaX6hcnmolgDZ7EAl2Wrtm+zfieKaPsdKwV7TB+1QMJIgHFWDq4sSdUDopPfbD21dIUMrI0fLQFRB956HsRsq2rXMVwU+dPeFy87MY0nzA80fxXzUID+n2O+SqXmx+qKk+x0jWuDVYLS1IzA2W+F643Nbgt2wggRKD8n8DfM"" ""7kZ2DjosbEpOL6bWG/BeLrDkKNESZrYBz5Nl1S6Y56rmFxB0AupPzYbkHsHgWDEGpMhIzQBZXx4zhoaqf9RjSobj0TRAb0igg++J31RORF6L93pnqcpHTIQkyA8UeF4JFEYxEaSDjm0XOfzzwIDAQAB",s1,True,False
creci-se.gov.br,False,,False,False,,False,False,,,False,False
creci-sp.gov.br,True,v=spf1 mx ip4:200.219.219.130 ip4:200.219.219.144 ip4:200.219.235.55 include:mensageiro.tuxon.com.br include:_spf.google.com ~all,True,True,,False,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDY42HReoolSzyHv3rggkpkfnpgWpCCNrLa5QbqIgfp6ueCZ6vNSm8rgxC4bdiZIQAbvGjim4+XBC7TUxFQQonyVPiQbsXPP+PJCXj0ElQ3DH9XDOCHVM6pqlz3ZHb/ihNt2z3S8oY3iJ6FBcpX96ne8JHIWIm1twPNufapNLyFzQIDAQAB,google,True,False
creciac.gov.br,True,v=spf1 a mx include:websitewelcome.com ~all,True,True,,False,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA066e5V7mtt4GNIE7VkT73R494Yqt3np0NU26vs+lkHbnQeTFfHn3xbeyO9jJMVpkW5vaQ8UXbHHc5MRJIzSixlT0q2zEDpVZlTl403DAY8b364Pa9DKhJOwvQf7vhqEyIQ8oIc/jgFR8e/kUWSEe646H5HACU9EXmnBXXHMTT6EBNnDmNxZtlJU/tRmECH2OE"" ""/Td9BezTqAclBg9Mcl6XY9609XP9lAmxUhQDSzTTjXRv8Yste/p3VuQNycogiHWWlzVnS6t1OyXNDpjDWZFOHIOzraNeYBAP6oZgy0C4b4PjOLzKbPyUBew9lAx04mIyZd6OWBE8BThy/+sLYIcgQIDAQAB;",default,True,False
creciba.gov.br,True,v=spf1 include:_spf.locaweb.com.br include:_spf.google.com -all,True,True,v=DMARC1; p=none;,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCshqK4qSpVRuBHYEYKb9MKeDFSLbr0KIPoJn302ISkMqnWMR0iFogPTkNFd29oPXzKS37McnElGv35S3CBXkSnhDV4VAWDbym6I/1wEYT99mNqXmNei/ACfKLDZPSjk5dXPbGX3KjoDXeH4JPUrPa/DmDX9HsaiSlsMUmHs8cidwIDAQAB,google,True,False
crecidf.gov.br,True,v=spf1 mx include:_spf.google.com include:crespf.crecidf.gov.br include:_spf.admincontrolpanel.com ~all,True,True,v=DMARC1; p=none;,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqjNiI8qOWPkT3W+VtArMCzHwGxeFUB/KqENL4NupXEWeSmVmo1IGRPwrJyl3hS5D91XZQ+TZ2QH7WAT3BfJC0PqdoU4Lh8lY5muzOpYHK+3MoOoLuYGlQw0EopQi+jHz8dzjvgDvofXg43VpI1uVVOFgaC99Hg50IXoNqgqiUCvDuNKy0cTdtE9lu7ayBgkJp"" ""\0100r0M42TMVmc9lWmDGFRduSZYYEpUiR2YlyxVdF78kXVN0BemMwp+dmGARWrF3eq1+30Z+njHmJSkaHdIqY9RL0B7e0FSiHBjRdDFWT4dYCh74rFk5cr6shwr/HdR3j7PSMUFldEy2K93LImupUUKwIDAQAB;",default,True,False
crecies.gov.br,True,v=spf1 include:_spf.mailersend.net include:_spf.google.com include:_spf.criaenvio.com ~all,True,True,"v=DMARC1; p=reject; rua=mailto:eca9b3c9b1164bcbb3f8fda78dff3aa0@dmarc-reports.cloudflare.net,mailto:vitor@crecies.gov.br",True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA8afKyaj3j4AfHuCr59mCOm3MfDTFY0OcLlK5u8kdvMFhlhR/vkUC62JjrBxHl5z0nIIPQXoYIL7zQ5BFk/kMa8gFpIduvQ7KHTvcphIqoK3An9O4prE7MMuO1TtJL7vYWW+GVyN27T5MJmdzv/dhCsZaq85btkbS6S0brX6RHRMhuxfL3m6ZZ6ZJWr8hijAld"" ""\"" \""4UwJ6K6v8jMBm0E+6xayZ0wj+ObR8ehYOgwaOopOBh59tmv8PyKkVIpuEFCDv5UDnWAKU4Q7QB/Ue4Snw/aZPYGzxAvb9c8BdeNQVFneZPGA0mKjQN486rzhyMHfAXF+Y88At3xf/w/SIE+Wv7FLwIDAQAB;",default,True,True
crecigo.gov.br,True,v=spf1 include:_spf.google.com  include:spf-1.xmailer.com.br ~all,True,True,v=DMARC1; p=none; rua=mailto:reports@crecigo.gov.br,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw5S4kYXMX6yFdx9w8zYyiHnvWNjB8Z8DVg8r6M9ZewtXKEpMk+V5USmidDq3rC8BGopILPzTs9hNLrMgX0F1njXZ/+Ev/fbpZ5fD2kdrvZDTG9dgrMVklcra8BG6bxcB/mVx15+qKOEUx5sJrdZpFKvn0F1Ck/FTO95kOx4H175oVMI5SAPVpn6ef8wzxNYqp"" ""YMpoROFYQ7RWfMBoDQ+54Y4Wc1r9UWdwo/UIjujwgu0EHTnDjRXuqHIHS+NLveQ3Cq7zY+BfHKaG8nCzdhAQ0mUTJznw/t/Fwpk3iH6gvRnazF/q1h/Di3sd3NrDO50JNHZb7u5dWhMZLMzyLsRWwIDAQAB;default-crecigo.gov.br._domainkey.aremail.com.br",default,True,False
crecima.gov.br,True,v=spf1 a mx include:websitewelcome.com ~all,True,True,,False,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqNseFZ9YtdZocvPAXnoZp3h2b3MvabpYgZYdbKAQftRoclQV+8fZ8A5dWb+hsS4xh8GWR1tayNQ9uC0Fi3Q3bd6Tc6kDlm/7LVV1N8iwbiFiQPRRhTsyYiFJqwES0zHRv1cht6zVGoLaaak3G8FwEdnKlua4p53JN5MohtAMPtWy8glb7lS95Qgx7cva3U8Gc"" ""bgISoBW1CyLB/5XyKmCiSGL+AyhR8SFAiboSLmk5J85p4L/BAC9VYBjnbgb6bUWPb9n7jW7zM1ZZbYkcim9Ok5XUXe4UgpEasZNa7dP9yQxIxJJJHsm1PYRKdwMuvszwCS3JOlw5HpcKaTsP6XcqQIDAQAB;",default,True,False
crecimg.gov.br,True,v=spf1 include:_spf.mlsend.com include:125089.meuspf.com include:_spf.google.com include:spf.whservidor.com include:spf.suite.uol include:_spf.mail2easy.com.br ~all,True,True,v=DMARC1;p=none;pct=100;rua=mailto:admin@crecimg.gov.br,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCGTUbHUSGypzmdRLym60XIc9VIXvJeJIwNWDXfNqZ8e3j2BQ8DJQDkmUwbchHAphscTEAcUS/tY+niG0DeKtpe3QIjpZpnCTOZdYW4w6q+RYchcH0qJK4FP3ZtOTjr82lYvmXdFtbrq1cqC37yEVJAzhwJhZzbvnecq09J1cA2uQIDAQAB,google,True,False
crecims.gov.br,True,v=spf1 ip4:189.112.170.138 ip4:189.112.170.139 ip4:189.112.170.146 ip4:189.112.170.190 ip4:189.112.170.191 ip4:189.112.170.192 ip4:189.112.170.193 ip4:189.112.170.194 ip4:189.112.170.195 include:_spf.google.com ~all,True,True,v=DMARC1; p=reject; fo=0; adkim=r; aspf=r; pct=100; rf=afrf; ri=1440; sp=none; rua=mailto:8461f670356c4675b8e275ec6a11f2e3@dmarc-reports.cloudflare.net,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDHPjKuxkn/LepoHTZIAp+YhotQkrKcvVWR/E5VD8REAof+xy91b1qnGPlo4Jdc8HvAI/Fi9dqCqAeJ8EW7Feqxth6qS0U4jSVGN1uyDjpKJ0FPVxZ2jefNX+dojsrOIIxrH5/afIOSYP2tu0ZAXYQ33leDqyKVVOjMu6b03oMePQIDAQAB,google,True,False
crecimt.gov.br,True,v=spf1 include:_spf.google.com include:_spf.aremail.com.br ~all,True,True,v=DMARC1;p=none;pct=100;rua=maito:reports@crecimt.gov.br,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCY9Nh7dOhIWGeT3k0FbbuuJvSk8QhgvjCJwX4eUlGKMtT/yQNAVUPv/wrzqf5xgkf5d8x54G7LCC9Z2l8WavbOPQsAynsQOIfJecJCeC04vevMOBS4KCufM08pihngCGlVq4Dcd8SauinG+S18pvj1Itml5uXe5kR99xVisQfWfQIDAQAB,default,True,False
crecipe.gov.br,True,v=spf1 mx include:crespf.crecipe.gov.br include:_spf.google.com ~all,True,True,v=DMARC1;p=quarantine;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400;rua=mailto:postmaster@crecipe.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAttAlXCDoTjUT8UPQojChx4afTUSz7D+JRLWhH8FqvhmlA4J2o3f4Zd9tAvIRBH/UHorWNMVoJCLg/ONVAJRl7uQgvnYUyPTRwDai7i8ufDPe2rd2vkGoVlwpNWntp0SW4vU6T30srZSqrNOTt1sytVVWeEsaaa7aNI/+DdAmjtIWXTJ7WUEoSU903W6pd1gZL"" ""1UWaz4lf4H21VVv0pXCkf7Wpf0w0VKXwCjBK/+dFbNwGnFgizIJso9VD/gmy320vottWDmD5N44RIu5qnCx7C8MKNXleO/aH66U7EzAxZ40XvMt0oN/s+VyFCoyL45L2a+Z9qsqHacFDQ8V/mqP8wIDAQAB;",default,True,False
crecipr.gov.br,True,v=spf1 mx include:crespf.crecipr.gov.br ip4:177.36.185.132 ip4:177.36.185.134 ip4:189.108.63.172 ip4:201.47.3.86 -all,True,True,v=DMARC1; p=none,True,False,"v=DKIM1; h=sha256; k=rsa; "" ""p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqLuDc0QCXEOtqs6YMy2Ih8b+wJSgzzr2/HQoDS1J8JQTntZFgnnpWHnxg8x8/lUDCyCoDvD9E5jTgIGbVTLSViXtZgh+kUzvpBaxk5/s+ZDvU3hMRFETyl4AWdF4F2RbyepXq2flsvYamANVwbHsFs4PXW5qN29HTFnQEaqbQ8iEG24n6d+0gVLp757Ew1QM/tXfaM8BQAjuKH"" ""e1ootwCAYzszqxzWoqHMtNWJHIHItCvjgCtICvjmRGtGZ0gM1M13f57Zxi/+tReXhg6kuSybP6BZj1a2P5f14rqw0jP5YOBGTBB8ewyGC7sOE2dwUuNQEnmf2F1v6JVpTcygz6zwIDAQAB",default,True,False
crecirn.gov.br,True,v=spf1 a mx include:_spf.kinghost.net include:_spf.google.com ~all,True,True,v=DMARC1;p=none;pct=100;rua=mailto:reports@crecirn.gov.br,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDfxUAJuGiIXp97cQAdHicbV1eZWU9KXzwwl9Tvk8ZSgo7842lS8UEJq4vTlfsI7G1vVUed0v7PG9U8Cyah3gNgiy88U6W2YJ3AfGsgrFK6h7WUPeGpFQl4OcQwg7gQBpCcA+bbWcclv7KNeT3dIvbDJnZbIg+2zKtftyJmVhw95wIDAQAB,google,True,False
creciro.gov.br,True,v=spf1 +a +mx +ip4:187.45.186.34 +ip4:189.112.170.130 +include:_spf.google.com ~all,True,True,v=DMARC1;p=none;pct=100;rua=mailto:reports@creciro.gov.br,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwEZoYTl7aFinn6sMu3POKAdxrSVwIdTJPTL73sGIvoV7Sda/s4mSot0Mr4kWI3gGd0Q1pTmA+XW+ogWA3cZF+JJysl46gy6WFxcVCZSLmITC7yPw/86TvkOr4anyN7zk/LXmwusV4EINmuoESM9jnu5b/KaP9J3L9WUSge9HTtJEUVNGB6B3b3jYjlMrEcRmG"" ""5oPYUJ/p9PpHwzYn7CD2xNRdU3mYWR2xPBqhiLY71UfJnyGt6dOPjkGsCbXxctOAYgGPa9iTv0zpT4gZUNG3/TMpxIJFwAgtw6WEgCnmlTeSvCdAr7xxSHokpT2YDsLCMn3Hld8Lu7K1PYUvpvKjwIDAQAB;",default,True,False
crecise.gov.br,True,v=spf1 include:_spf.google.com include:_spf.criaenvio.com ip4:189.112.170.138 ip4:189.112.170.146 ip4:189.112.170.147 ip4:189.112.170.153 ip4:189.112.170.154 ip4:189.112.170.155 ip4:189.112.170.19 ip4:189.112.170.191 ~all,True,True,"v=DMARC1;p=quarantine;fo=0;adkim=r;aspf=r;pct=100;rf=afrf;ri=1440;sp=none;rua=mailto:e7140e0199ee493d894858c5b7c20d4f@dmarc-reports.cloudflare.net,mailto:report@crecise.gov.br",True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCU+E88bb/xpEYJFEfsgGaGfcymwbAfo+vx7rvSY9ZBHa1UdOSJdzTnpSf30/ugPEv8ecWPmL4OckX32DdH0Okj2/NslFk2zTtNQvJ997lMVLOXtDtrh0F1eqBzIWpWfbsfYwhwV09HCMqVVRO5xJ3ak0v3l2J+hTIoiot7sB51bwIDAQAB,google,True,True
crecisp.gov.br,True,v=spf1 ip4:20.226.201.230 ip4:191.240.156.174 include:_spf.google.com include:_spf.correionacional.com.br ~all,True,True,v=DMARC1; p=none; pct=100; rua=mailto:controle@crecisp.gov.br,True,False,default._domainkey.mensageiro.tuxon.com.br.,default,True,False
crecito.gov.br,True,v=spf1 a mx ip4:31.97.22.52 ~all,True,True,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s; pct=100,True,True,,,False,False
crediamigo.gov.br,False,,False,False,,False,False,,,False,False
creditoruralcaixa.gov.br,False,,False,False,,False,False,,,False,False
cref-sp.gov.br,True,v=spf1 ip4:177.154.155.117 +a +mx +ip4:187.0.205.22 ip4:187.0.205.23 ip4:187.0.205.18 ~all,True,True,v=DMARC1; p=none; sp=none; ruf=mailto:cref-sp@cref-sp.gov.br; rf=afrf; pct=100; ri=86400,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2d0sc0hwaDXhNP6bk4rz0nX9N+vWvgN5MIHdnJ4lc4h6FQY80jLEqwcQyZpiTJ+61JSjJTMN1EfWS+jDrAwyoXj25hIyAQI76VCQA3nXU5fARlAPYGDPI4vo3siod088WJw492NRmUcyAa99k0/fTh4gZAl3eUhOrLU/FxK0braC3U88RsM3u1BdwpmY4DNLE"" ""RUSsMsdgWcF5KP9yXlfixDvvSkTRRlZvODxs5y8ebRhyT9gIinDDe3RtVh6Y/A4gp1S1w1lMfUSdT1xWvR9USj9QsMYQ7AW/LBxKkMPMGUHC6f92wkgNmvLMBiW9Kj5dwgCtOP/fITkBF03jFjlOQIDAQAB;",default,True,False
cref4-sp.gov.br,True,v=spf1 ip4:177.154.155.117 +a +mx +ip4:187.0.205.22 ip4:187.0.205.18 ~all,True,True,v=DMARC1; p=none;,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA39IQnSsybP+7fmEAJynysaC8ZFVF7V8dGUjrWOHLS9+xWUmH5at2XzGmX91noT56NAbDbjLSkqSG+GJi4p0lYLdosvcBThe8dPkAB6iTY8ku4iQXjOu2blEHmjcOLALoe5bSoi86SXzyOGGtaLJPN1BViRaV+9gaCzOwpuNi/Dl9rIA41pib/WBrwXXh/vgJu"" ""4sgq6hh65Lu1v+cz7AqAI1GJEtTw3Vu8Ew5DACaTgG2210BvnS424R0Spo+fk3fkzbT7mw4kG9HCKzyfAs1eVSYOBZAQP4lKdrTni22/uq26SGSHtJ03Q70g3hfcxVHR2dVn/Kv9V5ru3+HTw6CyQIDAQAB;",default,True,False
