post_title,country,website,group_name,activity,activity_classified,used_fallback,published,discovered,screenshot,post_url
Peroni Pompe,,peroni pompe,donutleaks,Not Found,Not Found,,2023-07-03 00:00:00.000000,2023-07-09 08:21:59.027518,https://images.ransomware.live/screenshots/posts/0c0ce0942a7574ea749e36ae70b301b0.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/peroni-pompe/
Jacklyn Dawson Solicitors,,jacklyn dawson solicitors,donutleaks,Not Found,Not Found,,2023-05-23 00:00:00.000000,2023-07-09 08:22:28.239361,https://images.ransomware.live/screenshots/posts/e793d79f40d5b7095ca156dcc8080dd2.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/jacklyn-dawson-solicitors/
The Travel Network Group,,the travel network group,donutleaks,Not Found,Not Found,,2023-05-23 00:00:00.000000,2023-07-09 08:22:54.761714,https://images.ransomware.live/screenshots/posts/4ba45de91413bf94a4a03aec3ef34146.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/the-travel-network-group/
UnitedLex.com,,unitedlex.com,donutleaks,Not Found,Not Found,,2023-04-04 00:00:00.000000,2023-07-09 08:23:21.928520,https://images.ransomware.live/screenshots/posts/98a8d928d308fbb3de3eab12f6e3c645.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/unitedlex/
Nabtesco Motion Control,,nabtesco motion control,donutleaks,Not Found,Not Found,,2023-03-31 00:00:00.000000,2023-07-09 08:23:49.894499,https://images.ransomware.live/screenshots/posts/00192e5ebd7982462da2d5b5eff60308.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/nabtesco-motion-control/
Montgomery General Hospital,,montgomery general hospital,donutleaks,Not Found,Not Found,,2023-03-31 00:00:00.000000,2023-07-09 08:24:17.585308,https://images.ransomware.live/screenshots/posts/021bcf6bc5de497587a6adbcdf42bc40.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/montgomery-general-hospital/
Garden Hotel NARITA,,garden hotel narita,donutleaks,Not Found,Not Found,,2023-03-31 00:00:00.000000,2023-07-09 08:24:44.724865,https://images.ransomware.live/screenshots/posts/a6381ab72e579aacc208d2ef8fdfc044.png,http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion/garden-hotel-narita/
M****** *****,,m****** *****,bianlian,Not Found,Not Found,,2023-07-09 15:57:25.821041,2023-07-09 15:57:25.821065,https://images.ransomware.live/screenshots/posts/63fe56214c6303b42bebff211c84e8ef.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/m___________.com/
Evergreen Seamless Pipes & Tubes,,evergreen seamless pipes & tubes,bianlian,Not Found,Not Found,,2023-07-09 15:57:54.192433,2023-07-09 15:57:54.192464,https://images.ransomware.live/screenshots/posts/e50e7d434297afe2872bdc04aa6b624e.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/evergreenseamless.com/
roys.co.uk,GB,roys.co.uk,lockbit,Not Found,Not Found,,2023-07-09 16:50:00.000000,2023-07-09 18:55:36.056411,https://images.ransomware.live/screenshots/posts/57d58c970140d793828f313c339b6062.png,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/qYkOtsfD7p38A6cK64aae53be63ed
Garuda Indonesia,,garuda indonesia,mallox,Not Found,Not Found,,2023-07-09 20:55:00.000000,2023-07-09 19:25:06.836523,,
leeindustries.com,,leeindustries.com,lockbit,Not Found,Not Found,,2023-07-09 14:22:00.000000,2023-07-10 01:56:12.527552,https://images.ransomware.live/screenshots/posts/c3d9bd2274f389804400c810891702bb.png,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/N4zO4rSa3CC32pYx64aaaaa7bf72d
Citta Nuova,IT,cittanuova.it,rhysida,Not Found,Not Found,,2023-07-10 13:07:48.857656,2023-07-10 13:07:48.857681,,
Green Diamond,,green diamond,akira,Not Found,Not Found,,2023-07-10 01:02:03.456789,2023-07-10 16:02:27.641940,,
Belize Electricity Limited - Leaked,,belize electricity limited - leaked,ragnarlocker,Not Found,Not Found,,2023-07-10 14:46:57.000000,2023-07-10 16:09:28.561345,https://images.ransomware.live/screenshots/posts/29b72a69de8915b92ef3a72fbf83a1f5.png,http://rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion/?RTdLqfLIoiE
Hamre Schumann Mueller & Larson HSML,,hamre schumann mueller & larson hsml,akira,Not Found,Not Found,,2023-07-10 01:02:03.456789,2023-07-10 17:58:39.222893,,
RADISSONHOTELSAMERICAS.COM,,radissonhotelsamericas.com,clop,Not Found,Not Found,,2023-07-10 19:45:18.422147,2023-07-10 19:45:18.422189,https://images.ransomware.live/screenshots/posts/acea45b29329b6a8e11dae38a26453f7.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/radissonhotelsamericas-com
WESTAT.COM,,westat.com,clop,Not Found,Not Found,,2023-07-10 19:45:58.735000,2023-07-10 19:45:58.735025,https://images.ransomware.live/screenshots/posts/74c693d66d157bd92329ea1ce0044d37.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/westat-com
JPRMP.COM,,jprmp.com,clop,Not Found,Not Found,,2023-07-10 19:46:25.400543,2023-07-10 19:46:25.400594,https://images.ransomware.live/screenshots/posts/ab21fee4aab8671e9b741bc79204d21d.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/jprmp-com
FMFCU.ORG,,fmfcu.org,clop,Not Found,Not Found,,2023-07-10 19:46:50.315464,2023-07-10 19:46:50.315490,https://images.ransomware.live/screenshots/posts/1dae9b891920a99eb3b8e2368d21d38c.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/fmfcu-org
JHU.EDU,,jhu.edu,clop,Not Found,Not Found,,2023-07-10 19:47:14.223576,2023-07-10 19:47:14.223601,https://images.ransomware.live/screenshots/posts/92c47a17ac4bae0c08b38e85b1974c63.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/jhu-edu
VISIONWARE.CA,CA,visionware.ca,clop,Not Found,Not Found,,2023-07-10 19:47:37.569775,2023-07-10 19:47:37.569803,https://images.ransomware.live/screenshots/posts/ed9e22dd8bebb8d42e5f8e2c336bb9e0.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/visionware-ca
UMASSMED.EDU,,umassmed.edu,clop,Not Found,Not Found,,2023-07-10 19:48:02.702532,2023-07-10 19:48:02.702569,https://images.ransomware.live/screenshots/posts/b398680d5247b879e54236d0712f652b.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/umassmed-edu
VRM.DE,DE,vrm.de,clop,Not Found,Not Found,,2023-07-10 19:48:29.626361,2023-07-10 19:48:29.626394,https://images.ransomware.live/screenshots/posts/10e892c5647aeadc6c93d8ec7b94b30f.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/vrm-de
SMA.DE,DE,sma.de,clop,Not Found,Not Found,,2023-07-10 19:48:53.787932,2023-07-10 19:48:53.787970,https://images.ransomware.live/screenshots/posts/3f305c5a687350bf377c2b9035b8688d.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/sma-de
RICOHACUMEN.COM,,ricohacumen.com,clop,Not Found,Not Found,,2023-07-10 19:49:17.740892,2023-07-10 19:49:17.740917,https://images.ransomware.live/screenshots/posts/1c12e61421b867be4f64968ac1da34fb.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/ricohacumen-com
Customer Elation - Business Information,,customerelation.com,ransomhouse,Not Found,Not Found,,2023-06-01 00:00:00.000000,2023-07-11 07:40:29.471708,https://images.ransomware.live/screenshots/posts/62624e50653d3b39db4a15d52cdc8d48.png,http://zohlm7ahjwegcedoz7lrdrti7bvpofymcayotp744qhx6gjmxbuo2yid.onion/r/6cca912a788af21dbfb1fc83a77ea018aa7895ec
"Motor Components, LLC",,"motor components, llc",8base,Not Found,Not Found,,2023-07-08 00:00:00.000000,2023-07-11 08:48:03.802002,https://images.ransomware.live/screenshots/posts/5e45b75fe7e36f5e17b7aa10f7385326.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890168
Citelis Mobility,,citelis mobility,8base,Not Found,Not Found,,2023-07-08 00:00:00.000000,2023-07-11 08:48:32.968385,https://images.ransomware.live/screenshots/posts/20f5a1eaab95499c442d2ead012433d8.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890169
Advanced Fiberglass Industries,,advanced fiberglass industries,8base,Not Found,Not Found,,2023-07-08 00:00:00.000000,2023-07-11 08:49:01.043048,https://images.ransomware.live/screenshots/posts/e5c9cda2d3465f025f14c363996b4bf0.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890170
Kansas medical center LLC,,kansas medical center llc,8base,Not Found,Not Found,,2023-07-08 00:00:00.000000,2023-07-11 08:49:57.737261,https://images.ransomware.live/screenshots/posts/1643f4a7b6996ca2805525895ea54234.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890172
Weitkamp · Hirsch & Kollegen Steuerberatungsgesellschaft mbH,,weitkamp · hirsch & kollegen steuerberatungsgesellschaft mbh,8base,Not Found,Not Found,,2023-07-08 00:00:00.000000,2023-07-11 08:50:26.503302,https://images.ransomware.live/screenshots/posts/4e7b4a26682bdbdfcb195c8535963698.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890173
gis4.addison-il,,gis4.addison-il,cuba,Not Found,Not Found,,2023-07-11 08:51:26.292343,2023-07-11 08:51:26.292364,https://images.ransomware.live/screenshots/posts/ad05d8099336ef6890b435ca43d13e79.png,http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/gis4.addison-il
Weitkamp · Hirsch and Kollegen Steuerberatungsgesellschaft mbH,,weitkamp · hirsch and kollegen steuerberatungsgesellschaft mbh,8base,Not Found,Not Found,,2023-07-11 00:00:00.000000,2023-07-11 09:13:49.578305,https://images.ransomware.live/screenshots/posts/4e7b4a26682bdbdfcb195c8535963698.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890173
Pesquera Diamante S.A.,PE,pesquera diamante s.a.,8base,Not Found,Not Found,,2023-07-11 00:00:00.000000,2023-07-11 09:14:17.621231,https://images.ransomware.live/screenshots/posts/138847851365646ebbc78fd6e24d510b.png,http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion/company/7890174
panoramaeyecare.com,,panoramaeyecare.com,lockbit,Not Found,Not Found,,2023-07-11 09:16:00.000000,2023-07-11 10:01:58.640897,https://images.ransomware.live/screenshots/posts/f4c242cb53fbc9607d931f2a706a5e3a.png,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/4pTloKlHkAYVjBAM64ad1dde4e0f6
MicroPort Scientific / LivaNova,,microport.com,qilin,Not Found,Not Found,,2023-07-11 12:02:47.067646,2023-07-11 12:02:47.067672,https://images.ransomware.live/screenshots/posts/97e0673432f4d5385a09f344e9cee6f1.png,http://kbsqoivihgdmwczmxkbovk7ss2dcynitwhhfu5yw725dboqo5kthfaad.onion/site/view?uuid=d5b49e34-fcc5-3951-a594-4e57e4a59f54
A123 Systems,,a123 systems,akira,Not Found,Not Found,,2023-07-11 01:02:03.456789,2023-07-11 14:58:38.676352,,
Murfreesboro Medical Clinic,,murfreesboro medical clinic,bianlian,Not Found,Not Found,,2023-07-11 15:59:09.354526,2023-07-11 15:59:09.354548,https://images.ransomware.live/screenshots/posts/2659a0bc704efb8ed0f84fa6a7fa26c9.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/mmclinic.com/
Nipun Consultancy,,nipun consultancy,stormous,Not Found,Not Found,,2023-07-11 17:43:32.477142,2023-07-11 17:43:32.477166,https://images.ransomware.live/screenshots/posts/b9d4a01cfa27f7247517a6c53c5e0be8.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/Nipun.html
mamboafricaadventure,TZ,mamboafricaadventure,stormous,Not Found,Not Found,,2023-07-11 17:43:39.079262,2023-07-11 17:43:39.079285,https://images.ransomware.live/screenshots/posts/b0c51e5e5d35174ea4dcb176e47966f5.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/mamboafricaadventure..html
marehotels,,marehotels,stormous,Not Found,Not Found,,2023-07-11 17:43:42.100280,2023-07-11 17:43:42.100312,,
archiplusinter.com,,archiplusinter.com,stormous,Not Found,Not Found,,2023-07-11 17:43:43.433401,2023-07-11 17:43:43.433424,https://images.ransomware.live/screenshots/posts/110aa07514f6aac5959a7b0f480b7d68.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/archi+.html
treenovum.es,ES,treenovum.es,stormous,Not Found,Not Found,,2023-07-11 17:43:46.773289,2023-07-11 17:43:46.773319,https://images.ransomware.live/screenshots/posts/d56780afa43c67e68047f5a229e4eaf9.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/turvatehnika.html
Matrix,,matrix,stormous,Not Found,Not Found,,2023-07-11 17:43:49.832266,2023-07-11 17:43:49.832298,https://images.ransomware.live/screenshots/posts/3954d4bc14a971e8daa6f5dd1ff733c3.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/matrix.html
OKS,,oks,stormous,Not Found,Not Found,,2023-07-11 17:43:53.435981,2023-07-11 17:43:53.436003,https://images.ransomware.live/screenshots/posts/de4bd8fee604d5d435a01020148388dc.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/oksgroup.html
Arrowall,,arrowall,stormous,Not Found,Not Found,,2023-07-11 17:43:56.560880,2023-07-11 17:43:56.560902,https://images.ransomware.live/screenshots/posts/da1f1b6aba522e784a69fc2e7222463d.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/arrowall.html
Ingersoll Rand,,ingersoll rand,stormous,Not Found,Not Found,,2023-07-11 17:44:08.382383,2023-07-11 17:44:08.382406,,
berjaya,,berjaya,stormous,Not Found,Not Found,,2023-07-11 17:44:11.535227,2023-07-11 17:44:11.535252,https://images.ransomware.live/screenshots/posts/8c44786b35d965d12b1b1928bb5fd21c.png,http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/berjayaclubs.html
EMERSON.COM,,emerson.com,clop,Not Found,Not Found,,2023-07-11 17:58:23.272437,2023-07-11 17:58:23.272465,https://images.ransomware.live/screenshots/posts/78fd8d0f6439391e3f91fd9d80b9758d.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/emerson-com
TOMTOM.COM,,tomtom.com,clop,Not Found,Not Found,,2023-07-11 17:58:57.543232,2023-07-11 17:58:57.543260,https://images.ransomware.live/screenshots/posts/953dec4bf51ba3185619470851f9d1b9.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/tomtom-com
BAM.COM.GT,GT,bam.com.gt,clop,Not Found,Not Found,,2023-07-11 17:59:31.224668,2023-07-11 17:59:31.224688,https://images.ransomware.live/screenshots/posts/9d02ecc00ae5f2f4dac8ca8a2a7cf4a9.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/bam-com-gt
PIONEERELECTRONICS.COM,,pioneerelectronics.com,clop,Not Found,Not Found,,2023-07-11 18:00:06.380137,2023-07-11 18:00:06.380157,https://images.ransomware.live/screenshots/posts/6b369c7c9bc348c52ad7743d6efdb6c7.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/pioneerelectronics-com
RITEAID.COM,,riteaid.com,clop,Not Found,Not Found,,2023-07-11 18:00:40.547082,2023-07-11 18:00:40.547108,https://images.ransomware.live/screenshots/posts/e1086f4ded361da40e248e09039cb0e2.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/riteaid-com
ARVATO.COM,,arvato.com,clop,Not Found,Not Found,,2023-07-11 18:01:15.145452,2023-07-11 18:01:15.145472,https://images.ransomware.live/screenshots/posts/1c91c36278a37c289bc8aec22587b4d2.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/arvato-com
SCCU.COM,,sccu.com,clop,Not Found,Not Found,,2023-07-11 18:01:43.425106,2023-07-11 18:01:43.425131,https://images.ransomware.live/screenshots/posts/95abbaef8863bb97e6504d990e8599bc.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/sccu-com
AGILYSYS.COM,,agilysys.com,clop,Not Found,Not Found,,2023-07-11 18:01:50.943080,2023-07-11 18:01:50.943115,https://images.ransomware.live/screenshots/posts/423cf9d6694a0cfff4424ee5f1f1b437.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/agilysys-com
KALEAERO.COM,,kaleaero.com,clop,Not Found,Not Found,,2023-07-11 18:02:16.304617,2023-07-11 18:02:16.304641,https://images.ransomware.live/screenshots/posts/a43dfec487808885b16b1522de812f2a.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/kaleaero-com
CONSOLENERGY.COM,,consolenergy.com,clop,Not Found,Not Found,,2023-07-11 18:02:23.800663,2023-07-11 18:02:23.800702,https://images.ransomware.live/screenshots/posts/94ffcdb626fbbfe70a3c16d59cc4465d.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/consolenergy-com
Protactics,CO,protactics.com.co,noescape,Not Found,Not Found,,2023-07-08 00:00:00.000000,2023-07-12 08:00:42.392140,https://images.ransomware.live/screenshots/posts/637cd0f6765b5cbd24c909b21da22630.png,http://noescapemsqxvizdxyl7f7rmg5cdjwp33pg2wpmiaaibilb4btwzttad.onion/post/9999a772-d80c-45d1-9141-32fb45a0beab
"Better System Co.,Ltd",TH,bettersystem.co.th,qilin,Not Found,Not Found,,2023-07-12 10:07:13.038255,2023-07-12 10:07:13.038278,https://images.ransomware.live/screenshots/posts/25a3b13e5f546e8d08a4130f991c3f73.png,http://kbsqoivihgdmwczmxkbovk7ss2dcynitwhhfu5yw725dboqo5kthfaad.onion/site/view?uuid=d539a5de-d2b5-385c-8e55-fcb17f6da03b
"Schmidt Salzman & Moran, Ltd",,"schmidt salzman & moran, ltd",akira,Not Found,Not Found,,2023-07-12 01:02:03.456789,2023-07-12 12:59:32.046959,,
Innodis Group,MU,innodisgroup.com,noescape,Not Found,Not Found,,2023-07-07 00:00:00.000000,2023-07-12 17:06:55.621099,https://images.ransomware.live/screenshots/posts/637cd0f6765b5cbd24c909b21da22630.png,http://noescapemsqxvizdxyl7f7rmg5cdjwp33pg2wpmiaaibilb4btwzttad.onion/post/9999a772-d80c-45d1-9141-32fb45a0beab
Mission Parks,,mission parks,bianlian,Not Found,Not Found,,2023-07-12 19:02:20.339332,2023-07-12 19:02:20.339355,https://images.ransomware.live/screenshots/posts/d387e8a5ec980741b2c533ded7ce2745.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/missionparks.com/
Lyon & Healy,,lyon & healy,bianlian,Not Found,Not Found,,2023-07-12 19:02:51.724933,2023-07-12 19:02:51.724962,https://images.ransomware.live/screenshots/posts/a8cb13220db272c5372f919d89c77de6.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/lyonhealy.com/
Henock Construction,,henock construction,bianlian,Not Found,Not Found,,2023-07-12 19:02:54.744573,2023-07-12 19:02:54.744596,https://images.ransomware.live/screenshots/posts/e2e22149882cf07908bdd1e06051bf70.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/henockconstruction.com/
ATS Infrastructure,IN,ats infrastructure,bianlian,Not Found,Not Found,,2023-07-12 19:02:57.756650,2023-07-12 19:02:57.756673,https://images.ransomware.live/screenshots/posts/83283ce3398ed6450f9ffb574fce0fab.png,http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/atsgreens.com/
affinityhealthservices.ne,,affinityhealthservices.ne,lockbit,Not Found,Not Found,,2023-07-12 19:31:00.000000,2023-07-12 20:03:15.210394,https://images.ransomware.live/screenshots/posts/5ec3037d373deb6246c5d2fbdf25f156.png,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/ZUcro1QdUFFVOHii64aeff8984292
Bitimen,,bitimen.com,arvinclub,Not Found,Not Found,,2023-07-09 00:00:00.000000,2023-07-12 21:04:14.234400,https://images.ransomware.live/screenshots/posts/bceafd6a2ebefedaec4b07ea3d46ecee.png,http://arvinc7prj6ln5wpd6yydfqulsyepoc7aowngpznbn3lrap2aib6teid.onion/
RADIUSGS.COM,,radiusgs.com,clop,Not Found,Not Found,,2023-07-12 21:24:59.230759,2023-07-12 21:24:59.230781,https://images.ransomware.live/screenshots/posts/ad881c17bdd55bc0c0c44000538cd47e.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/radiusgs-com
CLEARESULT.COM,,clearesult.com,clop,Not Found,Not Found,,2023-07-12 21:25:27.327492,2023-07-12 21:25:27.327539,https://images.ransomware.live/screenshots/posts/6bfb8890fc5f3ca4679ece4538c48d2c.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/clearesult-com
HONEYWELL.COM,,honeywell.com,clop,Not Found,Not Found,,2023-07-12 21:25:53.904038,2023-07-12 21:25:53.904062,https://images.ransomware.live/screenshots/posts/4dbf7929859262aeca312fd2a4d1bc88.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/honeywell-com
TGIDIRECT.COM,,tgidirect.com,clop,Not Found,Not Found,,2023-07-12 21:26:19.750831,2023-07-12 21:26:19.750850,https://images.ransomware.live/screenshots/posts/375cfd0c90f522ff0873ff402aae7036.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/tgidirect-com
NASCO.COM,,nasco.com,clop,Not Found,Not Found,,2023-07-12 21:26:45.467542,2023-07-12 21:26:45.467562,https://images.ransomware.live/screenshots/posts/105e6c4bec39d018cb0cd8104bac8da3.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/nasco-com
JACKENTERTAINMENT.COM,,jackentertainment.com,clop,Not Found,Not Found,,2023-07-12 21:27:11.877930,2023-07-12 21:27:11.877955,https://images.ransomware.live/screenshots/posts/1dffc6e38f4f7ad5b77d43b3f4e2a5f5.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/jackentertainment-com
AINT.COM,,aint.com,clop,Not Found,Not Found,,2023-07-12 21:27:36.922462,2023-07-12 21:27:36.922482,https://images.ransomware.live/screenshots/posts/f80bc8fa8e60a7f74c6b44b35082eb6b.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/aint-com
AMCTHEATRES.COM,,amctheatres.com,clop,Not Found,Not Found,,2023-07-12 21:28:01.971472,2023-07-12 21:28:01.971503,https://images.ransomware.live/screenshots/posts/474f1aa8bcb9e58dee855ab14da780f6.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/amctheatres-com
SLB.COM,,slb.com,clop,Not Found,Not Found,,2023-07-12 21:28:26.815478,2023-07-12 21:28:26.815503,https://images.ransomware.live/screenshots/posts/3e3dde79675b2b4869d38c61b0b9022c.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/slb-com
GRIPA.ORG,,gripa.org,clop,Not Found,Not Found,,2023-07-12 21:28:51.876975,2023-07-12 21:28:51.876994,https://images.ransomware.live/screenshots/posts/b2d7474534a3ec8cfbfa9321b25a1272.png,http://santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion/gripa-org
